https://ja.wikipedia.org/wiki/JIS_X_0213%E6%BC%A2%E5%AD%97%E4%B8%80%E8%A6%A7%E3%81%AE2%E9%9D%A2
2面1区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
砍 	2-82-33 	0xF6BF 	U+780D 	第4水準 	
砙 	2-82-34 	0xF6C0 	U+7819 	第4水準 	
砡 	2-82-35 	0xF6C1 	U+7821 	第4水準 	
砬 	2-82-36 	0xF6C2 	U+782C 	第4水準 	
硇 	2-82-37 	0xF6C3 	U+7847 	第4水準 	
硤 	2-82-38 	0xF6C4 	U+7864 	第4水準 	
硪 	2-82-39 	0xF6C5 	U+786A 	第4水準 	
𥓙 	2-82-40 	0xF6C6 	U+254D9 	第4水準 	
碊 	2-82-41 	0xF6C7 	U+788A 	第4水準 	
碔 	2-82-42 	0xF6C8 	U+7894 	第4水準 	
碤 	2-82-43 	0xF6C9 	U+78A4 	第4水準 	
碝 	2-82-44 	0xF6CA 	U+789D 	第4水準 	
碞 	2-82-45 	0xF6CB 	U+789E 	第4水準 	
碟 	2-82-46 	0xF6CC 	U+789F 	第4水準 	
碻 	2-82-47 	0xF6CD 	U+78BB 	第4水準 	
磈 	2-82-48 	0xF6CE 	U+78C8 	第4水準 	
磌 	2-82-49 	0xF6CF 	U+78CC 	第4水準 	
磎 	2-82-50 	0xF6D0 	U+78CE 	第4水準 	
磕 	2-82-51 	0xF6D1 	U+78D5 	第4水準 	
磠 	2-82-52 	0xF6D2 	U+78E0 	第4水準 	
磡 	2-82-53 	0xF6D3 	U+78E1 	第4水準 	
磦 	2-82-54 	0xF6D4 	U+78E6 	第4水準 	
磹 	2-82-55 	0xF6D5 	U+78F9 	第4水準 	
磺 	2-82-56 	0xF6D6 	U+78FA 	第4水準 	
磻 	2-82-57 	0xF6D7 	U+78FB 	第4水準 	
磾 	2-82-58 	0xF6D8 	U+78FE 	第4水準 	
𥖧 	2-82-59 	0xF6D9 	U+255A7 	第4水準 	
礐 	2-82-60 	0xF6DA 	U+7910 	第4水準 	
礛 	2-82-61 	0xF6DB 	U+791B 	第4水準 	
礰 	2-82-62 	0xF6DC 	U+7930 	第4水準 	
礥 	2-82-63 	0xF6DD 	U+7925 	第4水準 	
礻 	2-82-64 	0xF6DE 	U+793B 	第4水準 	
祊 	2-82-65 	0xF6DF 	U+794A 	第4水準 	
祘 	2-82-66 	0xF6E0 	U+7958 	第4水準 	
祛 	2-82-67 	0xF6E1 	U+795B 	第4水準 	
䄅 	2-82-68 	0xF6E2 	U+4105 	第4水準 	
祧 	2-82-69 	0xF6E3 	U+7967 	第4水準 	
祲 	2-82-70 	0xF6E4 	U+7972 	第4水準 	
禔 	2-82-71 	0xF6E5 	U+7994 	第4水準 	
禕 	2-82-72 	0xF6E6 	U+7995 	第4水準 	
禖 	2-82-73 	0xF6E7 	U+7996 	第4水準 	
禛 	2-82-74 	0xF6E8 	U+799B 	第4水準 	
禡 	2-82-75 	0xF6E9 	U+79A1 	第4水準 	
禩 	2-82-76 	0xF6EA 	U+79A9 	第4水準 	
禴 	2-82-77 	0xF6EB 	U+79B4 	第4水準 	
离 	2-82-78 	0xF6EC 	U+79BB 	第4水準 	
秂 	2-82-79 	0xF6ED 	U+79C2 	第4水準 	
秇 	2-82-80 	0xF6EE 	U+79C7 	第4水準 	
秌 	2-82-81 	0xF6EF 	U+79CC 	第4水準 	
种 	2-82-82 	0xF6F0 	U+79CD 	第4水準 	
秖 	2-82-83 	0xF6F1 	U+79D6 	第4水準 	
䅈 	2-82-84 	0xF6F2 	U+4148 	第4水準 	
𥞩 	2-82-85 	0xF6F3 	U+257A9 	第4水準 	
𥞴 	2-82-86 	0xF6F4 	U+257B4 	第4水準 	
䅏 	2-82-87 	0xF6F5 	U+414F 	第4水準 	
稊 	2-82-88 	0xF6F6 	U+7A0A 	第4水準 	
稑 	2-82-89 	0xF6F7 	U+7A11 	第4水準 	
稕 	2-82-90 	0xF6F8 	U+7A15 	第4水準 	
稛 	2-82-91 	0xF6F9 	U+7A1B 	第4水準 	
稞 	2-82-92 	0xF6FA 	U+7A1E 	第4水準 	
䅣 	2-82-93 	0xF6FB 	U+4163 	第4水準 	
稭 	2-82-94 	0xF6FC 	U+7A2D 	第4水準 	
2面83区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
稸 	2-83-01 	0xF740 	U+7A38 	第4水準 	
穇 	2-83-02 	0xF741 	U+7A47 	第4水準 	
穌 	2-83-03 	0xF742 	U+7A4C 	第4水準 	
穖 	2-83-04 	0xF743 	U+7A56 	第4水準 	
穙 	2-83-05 	0xF744 	U+7A59 	第4水準 	
穜 	2-83-06 	0xF745 	U+7A5C 	第4水準 	
穟 	2-83-07 	0xF746 	U+7A5F 	第4水準 	
穠 	2-83-08 	0xF747 	U+7A60 	第4水準 	
穧 	2-83-09 	0xF748 	U+7A67 	第4水準 	
穪 	2-83-10 	0xF749 	U+7A6A 	第4水準 	
穵 	2-83-11 	0xF74A 	U+7A75 	第4水準 	
穸 	2-83-12 	0xF74B 	U+7A78 	第4水準 	
窂 	2-83-13 	0xF74C 	U+7A82 	第4水準 	
窊 	2-83-14 	0xF74D 	U+7A8A 	第4水準 	
窐 	2-83-15 	0xF74E 	U+7A90 	第4水準 	
窣 	2-83-16 	0xF74F 	U+7AA3 	第4水準 	
窬 	2-83-17 	0xF750 	U+7AAC 	第4水準 	
𥧔 	2-83-18 	0xF751 	U+259D4 	第4水準 	
䆴 	2-83-19 	0xF752 	U+41B4 	第4水準 	
窹 	2-83-20 	0xF753 	U+7AB9 	第4水準 	
窼 	2-83-21 	0xF754 	U+7ABC 	第4水準 	
窾 	2-83-22 	0xF755 	U+7ABE 	第4水準 	
䆿 	2-83-23 	0xF756 	U+41BF 	第4水準 	
竌 	2-83-24 	0xF757 	U+7ACC 	第4水準 	
竑 	2-83-25 	0xF758 	U+7AD1 	第4水準 	
竧 	2-83-26 	0xF759 	U+7AE7 	第4水準 	
竨 	2-83-27 	0xF75A 	U+7AE8 	第4水準 	
竴 	2-83-28 	0xF75B 	U+7AF4 	第4水準 	
𥫤 	2-83-29 	0xF75C 	U+25AE4 	第4水準 	
𥫣 	2-83-30 	0xF75D 	U+25AE3 	第4水準 	
笇 	2-83-31 	0xF75E 	U+7B07 	第4水準 	
𥫱 	2-83-32 	0xF75F 	U+25AF1 	第4水準 	
笽 	2-83-33 	0xF760 	U+7B3D 	第4水準 	
笧 	2-83-34 	0xF761 	U+7B27 	第4水準 	
笪 	2-83-35 	0xF762 	U+7B2A 	第4水準 	
笮 	2-83-36 	0xF763 	U+7B2E 	第4水準 	
笯 	2-83-37 	0xF764 	U+7B2F 	第4水準 	
笱 	2-83-38 	0xF765 	U+7B31 	第4水準 	
䇦 	2-83-39 	0xF766 	U+41E6 	第4水準 	
䇳 	2-83-40 	0xF767 	U+41F3 	第4水準 	
筿 	2-83-41 	0xF768 	U+7B7F 	第4水準 	
筁 	2-83-42 	0xF769 	U+7B41 	第4水準 	
䇮 	2-83-43 	0xF76A 	U+41EE 	第4水準 	
筕 	2-83-44 	0xF76B 	U+7B55 	第4水準 	
筹 	2-83-45 	0xF76C 	U+7B79 	第4水準 	
筤 	2-83-46 	0xF76D 	U+7B64 	第4水準 	
筦 	2-83-47 	0xF76E 	U+7B66 	第4水準 	
筩 	2-83-48 	0xF76F 	U+7B69 	第4水準 	
筳 	2-83-49 	0xF770 	U+7B73 	第4水準 	
𥮲 	2-83-50 	0xF771 	U+25BB2 	第4水準 	
䈇 	2-83-51 	0xF772 	U+4207 	第4水準 	
箐 	2-83-52 	0xF773 	U+7B90 	第4水準 	
箑 	2-83-53 	0xF774 	U+7B91 	第4水準 	
箛 	2-83-54 	0xF775 	U+7B9B 	第4水準 	
䈎 	2-83-55 	0xF776 	U+420E 	第4水準 	
箯 	2-83-56 	0xF777 	U+7BAF 	第4水準 	
箵 	2-83-57 	0xF778 	U+7BB5 	第4水準 	
箼 	2-83-58 	0xF779 	U+7BBC 	第4水準 	
篅 	2-83-59 	0xF77A 	U+7BC5 	第4水準 	
篊 	2-83-60 	0xF77B 	U+7BCA 	第4水準 	
𥱋 	2-83-61 	0xF77C 	U+25C4B 	第4水準 	
𥱤 	2-83-62 	0xF77D 	U+25C64 	第4水準 	
篔 	2-83-63 	0xF77E 	U+7BD4 	第4水準 	
篖 	2-83-64 	0xF780 	U+7BD6 	第4水準 	
篚 	2-83-65 	0xF781 	U+7BDA 	第4水準 	
篪 	2-83-66 	0xF782 	U+7BEA 	第4水準 	
篰 	2-83-67 	0xF783 	U+7BF0 	第4水準 	
簃 	2-83-68 	0xF784 	U+7C03 	第4水準 	
簋 	2-83-69 	0xF785 	U+7C0B 	第4水準 	
簎 	2-83-70 	0xF786 	U+7C0E 	第4水準 	
簏 	2-83-71 	0xF787 	U+7C0F 	第4水準 	
簦 	2-83-72 	0xF788 	U+7C26 	第4水準 	
籅 	2-83-73 	0xF789 	U+7C45 	第4水準 	
籊 	2-83-74 	0xF78A 	U+7C4A 	第4水準 	
籑 	2-83-75 	0xF78B 	U+7C51 	第4水準 	
籗 	2-83-76 	0xF78C 	U+7C57 	第4水準 	
籞 	2-83-77 	0xF78D 	U+7C5E 	第4水準 	
籡 	2-83-78 	0xF78E 	U+7C61 	第4水準 	
籩 	2-83-79 	0xF78F 	U+7C69 	第4水準 	
籮 	2-83-80 	0xF790 	U+7C6E 	第4水準 	
籯 	2-83-81 	0xF791 	U+7C6F 	第4水準 	
籰 	2-83-82 	0xF792 	U+7C70 	第4水準 	
𥸮 	2-83-83 	0xF793 	U+25E2E 	第4水準 	
𥹖 	2-83-84 	0xF794 	U+25E56 	第4水準 	
𥹥 	2-83-85 	0xF795 	U+25E65 	第4水準 	
粦 	2-83-86 	0xF796 	U+7CA6 	第4水準 	
𥹢 	2-83-87 	0xF797 	U+25E62 	第4水準 	
粶 	2-83-88 	0xF798 	U+7CB6 	第4水準 	
粷 	2-83-89 	0xF799 	U+7CB7 	第4水準 	
粿 	2-83-90 	0xF79A 	U+7CBF 	第4水準 	
𥻘 	2-83-91 	0xF79B 	U+25ED8 	第4水準 	
糄 	2-83-92 	0xF79C 	U+7CC4 	第4水準 	
𥻂 	2-83-93 	0xF79D 	U+25EC2 	第4水準 	
糈 	2-83-94 	0xF79E 	U+7CC8 	第4水準 	
2面84区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
糍 	2-84-01 	0xF79F 	U+7CCD 	第4水準 	
𥻨 	2-84-02 	0xF7A0 	U+25EE8 	第4水準 	
糗 	2-84-03 	0xF7A1 	U+7CD7 	第4水準 	
𥼣 	2-84-04 	0xF7A2 	U+25F23 	第4水準 	
糦 	2-84-05 	0xF7A3 	U+7CE6 	第4水準 	
糫 	2-84-06 	0xF7A4 	U+7CEB 	第4水準 	
𥽜 	2-84-07 	0xF7A5 	U+25F5C 	第4水準 	
糵 	2-84-08 	0xF7A6 	U+7CF5 	第4水準 	
紃 	2-84-09 	0xF7A7 	U+7D03 	第4水準 	
紉 	2-84-10 	0xF7A8 	U+7D09 	第4水準 	
䋆 	2-84-11 	0xF7A9 	U+42C6 	第4水準 	
紒 	2-84-12 	0xF7AA 	U+7D12 	第4水準 	
紞 	2-84-13 	0xF7AB 	U+7D1E 	第4水準 	
𥿠 	2-84-14 	0xF7AC 	U+25FE0 	第4水準 	
𥿔 	2-84-15 	0xF7AD 	U+25FD4 	第4水準 	
紽 	2-84-16 	0xF7AE 	U+7D3D 	第4水準 	
紾 	2-84-17 	0xF7AF 	U+7D3E 	第4水準 	
絀 	2-84-18 	0xF7B0 	U+7D40 	第4水準 	
絇 	2-84-19 	0xF7B1 	U+7D47 	第4水準 	
𦀌 	2-84-20 	0xF7B2 	U+2600C 	第4水準 	
𥿻 	2-84-21 	0xF7B3 	U+25FFB 	第4水準 	
䋖 	2-84-22 	0xF7B4 	U+42D6 	第4水準 	
絙 	2-84-23 	0xF7B5 	U+7D59 	第4水準 	
絚 	2-84-24 	0xF7B6 	U+7D5A 	第4水準 	
絪 	2-84-25 	0xF7B7 	U+7D6A 	第4水準 	
絰 	2-84-26 	0xF7B8 	U+7D70 	第4水準 	
䋝 	2-84-27 	0xF7B9 	U+42DD 	第4水準 	
絿 	2-84-28 	0xF7BA 	U+7D7F 	第4水準 	
𦀗 	2-84-29 	0xF7BB 	U+26017 	第4水準 	
綆 	2-84-30 	0xF7BC 	U+7D86 	第4水準 	
綈 	2-84-31 	0xF7BD 	U+7D88 	第4水準 	
綌 	2-84-32 	0xF7BE 	U+7D8C 	第4水準 	
綗 	2-84-33 	0xF7BF 	U+7D97 	第4水準 	
𦁠 	2-84-34 	0xF7C0 	U+26060 	第4水準 	
綝 	2-84-35 	0xF7C1 	U+7D9D 	第4水準 	
綧 	2-84-36 	0xF7C2 	U+7DA7 	第4水準 	
綪 	2-84-37 	0xF7C3 	U+7DAA 	第4水準 	
綶 	2-84-38 	0xF7C4 	U+7DB6 	第4水準 	
綷 	2-84-39 	0xF7C5 	U+7DB7 	第4水準 	
緀 	2-84-40 	0xF7C6 	U+7DC0 	第4水準 	
緗 	2-84-41 	0xF7C7 	U+7DD7 	第4水準 	
緙 	2-84-42 	0xF7C8 	U+7DD9 	第4水準 	
緦 	2-84-43 	0xF7C9 	U+7DE6 	第4水準 	
緱 	2-84-44 	0xF7CA 	U+7DF1 	第4水準 	
緹 	2-84-45 	0xF7CB 	U+7DF9 	第4水準 	
䌂 	2-84-46 	0xF7CC 	U+4302 	第4水準 	
𦃭 	2-84-47 	0xF7CD 	U+260ED 	第4水準 	
縉 	2-84-48 	0xF7CE 	U+FA58 	第4水準 	
縐 	2-84-49 	0xF7CF 	U+7E10 	第4水準 	
縗 	2-84-50 	0xF7D0 	U+7E17 	第4水準 	
縝 	2-84-51 	0xF7D1 	U+7E1D 	第4水準 	
縠 	2-84-52 	0xF7D2 	U+7E20 	第4水準 	
縧 	2-84-53 	0xF7D3 	U+7E27 	第4水準 	
縬 	2-84-54 	0xF7D4 	U+7E2C 	第4水準 	
繅 	2-84-55 	0xF7D5 	U+7E45 	第4水準 	
繳 	2-84-56 	0xF7D6 	U+7E73 	第4水準 	
繵 	2-84-57 	0xF7D7 	U+7E75 	第4水準 	
繾 	2-84-58 	0xF7D8 	U+7E7E 	第4水準 	
纆 	2-84-59 	0xF7D9 	U+7E86 	第4水準 	
纇 	2-84-60 	0xF7DA 	U+7E87 	第4水準 	
䌫 	2-84-61 	0xF7DB 	U+432B 	第4水準 	
纑 	2-84-62 	0xF7DC 	U+7E91 	第4水準 	
纘 	2-84-63 	0xF7DD 	U+7E98 	第4水準 	
纚 	2-84-64 	0xF7DE 	U+7E9A 	第4水準 	
䍃 	2-84-65 	0xF7DF 	U+4343 	第4水準 	
缼 	2-84-66 	0xF7E0 	U+7F3C 	第4水準 	
缻 	2-84-67 	0xF7E1 	U+7F3B 	第4水準 	
缾 	2-84-68 	0xF7E2 	U+7F3E 	第4水準 	
罃 	2-84-69 	0xF7E3 	U+7F43 	第4水準 	
罄 	2-84-70 	0xF7E4 	U+7F44 	第4水準 	
罏 	2-84-71 	0xF7E5 	U+7F4F 	第4水準 	
㓁 	2-84-72 	0xF7E6 	U+34C1 	第4水準 	
𦉰 	2-84-73 	0xF7E7 	U+26270 	第4水準 	
罒 	2-84-74 	0xF7E8 	U+7F52 	第4水準 	
𦊆 	2-84-75 	0xF7E9 	U+26286 	第4水準 	
罡 	2-84-76 	0xF7EA 	U+7F61 	第4水準 	
罣 	2-84-77 	0xF7EB 	U+7F63 	第4水準 	
罤 	2-84-78 	0xF7EC 	U+7F64 	第4水準 	
罭 	2-84-79 	0xF7ED 	U+7F6D 	第4水準 	
罽 	2-84-80 	0xF7EE 	U+7F7D 	第4水準 	
罾 	2-84-81 	0xF7EF 	U+7F7E 	第4水準 	
𦍌 	2-84-82 	0xF7F0 	U+2634C 	第4水準 	
羐 	2-84-83 	0xF7F1 	U+7F90 	第4水準 	
养 	2-84-84 	0xF7F2 	U+517B 	第4水準 	
𣴎 	2-84-85 	0xF7F3 	U+23D0E 	第4水準 	
羖 	2-84-86 	0xF7F4 	U+7F96 	第4水準 	
羜 	2-84-87 	0xF7F5 	U+7F9C 	第4水準 	
羭 	2-84-88 	0xF7F6 	U+7FAD 	第4水準 	
𦐂 	2-84-89 	0xF7F7 	U+26402 	第4水準 	
翃 	2-84-90 	0xF7F8 	U+7FC3 	第4水準 	
翏 	2-84-91 	0xF7F9 	U+7FCF 	第4水準 	
翣 	2-84-92 	0xF7FA 	U+7FE3 	第4水準 	
翥 	2-84-93 	0xF7FB 	U+7FE5 	第4水準 	
翯 	2-84-94 	0xF7FC 	U+7FEF 	第4水準 	
2面85区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
翲 	2-85-01 	0xF840 	U+7FF2 	第4水準 	
耂 	2-85-02 	0xF841 	U+8002 	第4水準 	
耊 	2-85-03 	0xF842 	U+800A 	第4水準 	
耈 	2-85-04 	0xF843 	U+8008 	第4水準 	
耎 	2-85-05 	0xF844 	U+800E 	第4水準 	
耑 	2-85-06 	0xF845 	U+8011 	第4水準 	
耖 	2-85-07 	0xF846 	U+8016 	第4水準 	
耤 	2-85-08 	0xF847 	U+8024 	第4水準 	
耬 	2-85-09 	0xF848 	U+802C 	第4水準 	
耰 	2-85-10 	0xF849 	U+8030 	第4水準 	
聃 	2-85-11 	0xF84A 	U+8043 	第4水準 	
聦 	2-85-12 	0xF84B 	U+8066 	第4水準 	
聱 	2-85-13 	0xF84C 	U+8071 	第4水準 	
聵 	2-85-14 	0xF84D 	U+8075 	第4水準 	
聻 	2-85-15 	0xF84E 	U+807B 	第4水準 	
肙 	2-85-16 	0xF84F 	U+8099 	第4水準 	
肜 	2-85-17 	0xF850 	U+809C 	第4水準 	
肤 	2-85-18 	0xF851 	U+80A4 	第4水準 	
肧 	2-85-19 	0xF852 	U+80A7 	第4水準 	
肸 	2-85-20 	0xF853 	U+80B8 	第4水準 	
𦙾 	2-85-21 	0xF854 	U+2667E 	第4水準 	
胅 	2-85-22 	0xF855 	U+80C5 	第4水準 	
胕 	2-85-23 	0xF856 	U+80D5 	第4水準 	
胘 	2-85-24 	0xF857 	U+80D8 	第4水準 	
胦 	2-85-25 	0xF858 	U+80E6 	第4水準 	
𦚰 	2-85-26 	0xF859 	U+266B0 	第4水準 	
脍 	2-85-27 	0xF85A 	U+810D 	第4水準 	
胵 	2-85-28 	0xF85B 	U+80F5 	第4水準 	
胻 	2-85-29 	0xF85C 	U+80FB 	第4水準 	
䏮 	2-85-30 	0xF85D 	U+43EE 	第4水準 	
脵 	2-85-31 	0xF85E 	U+8135 	第4水準 	
脖 	2-85-32 	0xF85F 	U+8116 	第4水準 	
脞 	2-85-33 	0xF860 	U+811E 	第4水準 	
䏰 	2-85-34 	0xF861 	U+43F0 	第4水準 	
脤 	2-85-35 	0xF862 	U+8124 	第4水準 	
脧 	2-85-36 	0xF863 	U+8127 	第4水準 	
脬 	2-85-37 	0xF864 	U+812C 	第4水準 	
𦜝 	2-85-38 	0xF865 	U+2671D 	第4水準 	
脽 	2-85-39 	0xF866 	U+813D 	第4水準 	
䐈 	2-85-40 	0xF867 	U+4408 	第4水準 	
腩 	2-85-41 	0xF868 	U+8169 	第4水準 	
䐗 	2-85-42 	0xF869 	U+4417 	第4水準 	
膁 	2-85-43 	0xF86A 	U+8181 	第4水準 	
䐜 	2-85-44 	0xF86B 	U+441C 	第4水準 	
膄 	2-85-45 	0xF86C 	U+8184 	第4水準 	
膅 	2-85-46 	0xF86D 	U+8185 	第4水準 	
䐢 	2-85-47 	0xF86E 	U+4422 	第4水準 	
膘 	2-85-48 	0xF86F 	U+8198 	第4水準 	
膲 	2-85-49 	0xF870 	U+81B2 	第4水準 	
臁 	2-85-50 	0xF871 	U+81C1 	第4水準 	
臃 	2-85-51 	0xF872 	U+81C3 	第4水準 	
臖 	2-85-52 	0xF873 	U+81D6 	第4水準 	
臛 	2-85-53 	0xF874 	U+81DB 	第4水準 	
𦣝 	2-85-54 	0xF875 	U+268DD 	第4水準 	
臤 	2-85-55 	0xF876 	U+81E4 	第4水準 	
𦣪 	2-85-56 	0xF877 	U+268EA 	第4水準 	
臬 	2-85-57 	0xF878 	U+81EC 	第4水準 	
𦥑 	2-85-58 	0xF879 	U+26951 	第4水準 	
臽 	2-85-59 	0xF87A 	U+81FD 	第4水準 	
臿 	2-85-60 	0xF87B 	U+81FF 	第4水準 	
𦥯 	2-85-61 	0xF87C 	U+2696F 	第4水準 	
舄 	2-85-62 	0xF87D 	U+8204 	第4水準 	
𦧝 	2-85-63 	0xF87E 	U+269DD 	第4水準 	
舙 	2-85-64 	0xF880 	U+8219 	第4水準 	
舡 	2-85-65 	0xF881 	U+8221 	第4水準 	
舢 	2-85-66 	0xF882 	U+8222 	第4水準 	
𦨞 	2-85-67 	0xF883 	U+26A1E 	第4水準 	
舲 	2-85-68 	0xF884 	U+8232 	第4水準 	
舴 	2-85-69 	0xF885 	U+8234 	第4水準 	
舼 	2-85-70 	0xF886 	U+823C 	第4水準 	
艆 	2-85-71 	0xF887 	U+8246 	第4水準 	
艉 	2-85-72 	0xF888 	U+8249 	第4水準 	
艅 	2-85-73 	0xF889 	U+8245 	第4水準 	
𦩘 	2-85-74 	0xF88A 	U+26A58 	第4水準 	
艋 	2-85-75 	0xF88B 	U+824B 	第4水準 	
䑶 	2-85-76 	0xF88C 	U+4476 	第4水準 	
艏 	2-85-77 	0xF88D 	U+824F 	第4水準 	
䑺 	2-85-78 	0xF88E 	U+447A 	第4水準 	
艗 	2-85-79 	0xF88F 	U+8257 	第4水準 	
𦪌 	2-85-80 	0xF890 	U+26A8C 	第4水準 	
艜 	2-85-81 	0xF891 	U+825C 	第4水準 	
艣 	2-85-82 	0xF892 	U+8263 	第4水準 	
𦪷 	2-85-83 	0xF893 	U+26AB7 	第4水準 	
艹 	2-85-84 	0xF894 	U+FA5D 	第4水準 	
艹 	2-85-85 	0xF895 	U+FA5E 	第4水準 	
艹 	2-85-86 	0xF896 	U+8279 	第4水準 	
䒑 	2-85-87 	0xF897 	U+4491 	第4水準 	
艽 	2-85-88 	0xF898 	U+827D 	第4水準 	
艿 	2-85-89 	0xF899 	U+827F 	第4水準 	
芃 	2-85-90 	0xF89A 	U+8283 	第4水準 	
芊 	2-85-91 	0xF89B 	U+828A 	第4水準 	
芓 	2-85-92 	0xF89C 	U+8293 	第4水準 	
芧 	2-85-93 	0xF89D 	U+82A7 	第4水準 	
芨 	2-85-94 	0xF89E 	U+82A8 	第4水準 	
2面86区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
芲 	2-86-01 	0xF89F 	U+82B2 	第4水準 	
芴 	2-86-02 	0xF8A0 	U+82B4 	第4水準 	
芺 	2-86-03 	0xF8A1 	U+82BA 	第4水準 	
芼 	2-86-04 	0xF8A2 	U+82BC 	第4水準 	
苢 	2-86-05 	0xF8A3 	U+82E2 	第4水準 	
苨 	2-86-06 	0xF8A4 	U+82E8 	第4水準 	
苷 	2-86-07 	0xF8A5 	U+82F7 	第4水準 	
茇 	2-86-08 	0xF8A6 	U+8307 	第4水準 	
茈 	2-86-09 	0xF8A7 	U+8308 	第4水準 	
茌 	2-86-10 	0xF8A8 	U+830C 	第4水準 	
荔 	2-86-11 	0xF8A9 	U+8354 	第4水準 	
茛 	2-86-12 	0xF8AA 	U+831B 	第4水準 	
茝 	2-86-13 	0xF8AB 	U+831D 	第4水準 	
茰 	2-86-14 	0xF8AC 	U+8330 	第4水準 	
茼 	2-86-15 	0xF8AD 	U+833C 	第4水準 	
荄 	2-86-16 	0xF8AE 	U+8344 	第4水準 	
荗 	2-86-17 	0xF8AF 	U+8357 	第4水準 	
䒾 	2-86-18 	0xF8B0 	U+44BE 	第4水準 	
荿 	2-86-19 	0xF8B1 	U+837F 	第4水準 	
䓔 	2-86-20 	0xF8B2 	U+44D4 	第4水準 	
䒳 	2-86-21 	0xF8B3 	U+44B3 	第4水準 	
莍 	2-86-22 	0xF8B4 	U+838D 	第4水準 	
莔 	2-86-23 	0xF8B5 	U+8394 	第4水準 	
莕 	2-86-24 	0xF8B6 	U+8395 	第4水準 	
莛 	2-86-25 	0xF8B7 	U+839B 	第4水準 	
莝 	2-86-26 	0xF8B8 	U+839D 	第4水準 	
菉 	2-86-27 	0xF8B9 	U+83C9 	第4水準 	
菐 	2-86-28 	0xF8BA 	U+83D0 	第4水準 	
菔 	2-86-29 	0xF8BB 	U+83D4 	第4水準 	
菝 	2-86-30 	0xF8BC 	U+83DD 	第4水準 	
菥 	2-86-31 	0xF8BD 	U+83E5 	第4水準 	
菹 	2-86-32 	0xF8BE 	U+83F9 	第4水準 	
萏 	2-86-33 	0xF8BF 	U+840F 	第4水準 	
萑 	2-86-34 	0xF8C0 	U+8411 	第4水準 	
萕 	2-86-35 	0xF8C1 	U+8415 	第4水準 	
𦱳 	2-86-36 	0xF8C2 	U+26C73 	第4水準 	
萗 	2-86-37 	0xF8C3 	U+8417 	第4水準 	
萹 	2-86-38 	0xF8C4 	U+8439 	第4水準 	
葊 	2-86-39 	0xF8C5 	U+844A 	第4水準 	
葏 	2-86-40 	0xF8C6 	U+844F 	第4水準 	
葑 	2-86-41 	0xF8C7 	U+8451 	第4水準 	
葒 	2-86-42 	0xF8C8 	U+8452 	第4水準 	
葙 	2-86-43 	0xF8C9 	U+8459 	第4水準 	
葚 	2-86-44 	0xF8CA 	U+845A 	第4水準 	
葜 	2-86-45 	0xF8CB 	U+845C 	第4水準 	
𦳝 	2-86-46 	0xF8CC 	U+26CDD 	第4水準 	
葥 	2-86-47 	0xF8CD 	U+8465 	第4水準 	
葶 	2-86-48 	0xF8CE 	U+8476 	第4水準 	
葸 	2-86-49 	0xF8CF 	U+8478 	第4水準 	
葼 	2-86-50 	0xF8D0 	U+847C 	第4水準 	
蒁 	2-86-51 	0xF8D1 	U+8481 	第4水準 	
䔍 	2-86-52 	0xF8D2 	U+450D 	第4水準 	
蓜 	2-86-53 	0xF8D3 	U+84DC 	第4水準 	
蒗 	2-86-54 	0xF8D4 	U+8497 	第4水準 	
蒦 	2-86-55 	0xF8D5 	U+84A6 	第4水準 	
蒾 	2-86-56 	0xF8D6 	U+84BE 	第4水準 	
䔈 	2-86-57 	0xF8D7 	U+4508 	第4水準 	
蓎 	2-86-58 	0xF8D8 	U+84CE 	第4水準 	
蓏 	2-86-59 	0xF8D9 	U+84CF 	第4水準 	
蓓 	2-86-60 	0xF8DA 	U+84D3 	第4水準 	
𦹥 	2-86-61 	0xF8DB 	U+26E65 	第4水準 	
蓧 	2-86-62 	0xF8DC 	U+84E7 	第4水準 	
蓪 	2-86-63 	0xF8DD 	U+84EA 	第4水準 	
蓯 	2-86-64 	0xF8DE 	U+84EF 	第4水準 	
蓰 	2-86-65 	0xF8DF 	U+84F0 	第4水準 	
蓱 	2-86-66 	0xF8E0 	U+84F1 	第4水準 	
蓺 	2-86-67 	0xF8E1 	U+84FA 	第4水準 	
蓽 	2-86-68 	0xF8E2 	U+84FD 	第4水準 	
蔌 	2-86-69 	0xF8E3 	U+850C 	第4水準 	
蔛 	2-86-70 	0xF8E4 	U+851B 	第4水準 	
蔤 	2-86-71 	0xF8E5 	U+8524 	第4水準 	
蔥 	2-86-72 	0xF8E6 	U+8525 	第4水準 	
蔫 	2-86-73 	0xF8E7 	U+852B 	第4水準 	
蔴 	2-86-74 	0xF8E8 	U+8534 	第4水準 	
蕏 	2-86-75 	0xF8E9 	U+854F 	第4水準 	
蕯 	2-86-76 	0xF8EA 	U+856F 	第4水準 	
䔥 	2-86-77 	0xF8EB 	U+4525 	第4水準 	
